Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,  ASFR1,  ASFR2,  ASFR3, ASFR3P,  ASFR4, ASFR4P, ASFR5P,   CPFR,  CPFR1,  CPFR2,  CPFR3, CPFR3P,  CPFR4, CPFR4P, CPFR5P,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 2005, 2005, 36,     1,   ACY,       1,0.05663,0.01324,0.01901,0.01331,0.02438,0.00612,0.01107,0.00495,1.85051,0.77300,0.59795,0.30193,0.47957,0.11417,0.17764,0.06347,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 37,     1,   ACY,       1,0.04553,0.01017,0.01492,0.01067,0.02044,0.00523,0.00977,0.00454,1.90714,0.78624,0.61696,0.31524,0.50395,0.12029,0.18871,0.06842,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 38,     1,   ACY,       1,0.03519,0.00762,0.01121,0.00809,0.01637,0.00427,0.00828,0.00401,1.95267,0.79641,0.63188,0.32591,0.52439,0.12552,0.19848,0.07296,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 39,     1,   ACY,       1,0.02615,0.00567,0.00804,0.00590,0.01244,0.00322,0.00654,0.00332,1.98786,0.80403,0.64309,0.33400,0.54076,0.12979,0.20676,0.07697,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 40,     1,   ACY,       1,0.01854,0.00408,0.00548,0.00408,0.00898,0.00229,0.00490,0.00261,2.01401,0.80970,0.65113,0.33990,0.55320,0.13301,0.21330,0.08029,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 41,     1,   ACY,       1,0.01244,0.00274,0.00355,0.00264,0.00616,0.00155,0.00352,0.00197,2.03255,0.81378,0.65661,0.34398,0.56218,0.13530,0.21820,0.08290,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 42,     1,   ACY,       1,0.00794,0.00171,0.00218,0.00163,0.00405,0.00101,0.00242,0.00141,2.04499,0.81652,0.66016,0.34662,0.56834,0.13685,0.22172,0.08487,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 43,     1,   ACY,       1,0.00469,0.00101,0.00122,0.00093,0.00246,0.00061,0.00153,0.00092,2.05293,0.81823,0.66234,0.34825,0.57239,0.13786,0.22414,0.08628,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 44,     1,   ACY,       1,0.00257,0.00056,0.00064,0.00050,0.00137,0.00032,0.00087,0.00055,2.05762,0.81924,0.66356,0.34918,0.57485,0.13847,0.22567,0.08720,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 45,     1,   ACY,       1,0.00131,0.00029,0.00032,0.00024,0.00070,0.00016,0.00046,0.00030,2.06019,0.81980,0.66420,0.34968,0.57622,0.13879,0.22654,0.08775,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 46,     1,   ACY,       1,0.00067,0.00016,0.00017,0.00012,0.00034,0.00007,0.00022,0.00015,2.06150,0.82009,0.66452,0.34992,0.57692,0.13895,0.22700,0.08805,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 47,     1,   ACY,       1,0.00035,0.00010,0.00009,0.00006,0.00016,0.00004,0.00010,0.00006,2.06217,0.82025,0.66469,0.35004,0.57726,0.13902,0.22722,0.08820,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 48,     1,   ACY,       1,0.00018,0.00005,0.00005,0.00003,0.00007,0.00001,0.00004,0.00003,2.06252,0.82035,0.66478,0.35010,0.57742,0.13906,0.22732,0.08826,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2005, 2005, 49,     1,   ACY,       1,0.00016,0.00005,0.00004,0.00003,0.00008,0.00002,0.00005,0.00003,2.06270,0.82040,0.66483,0.35013,0.57749,0.13907,0.22736,0.08829,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 2005, 2005, 50,    99,   ACY,       1,0.00014,0.00004,0.00003,0.00003,0.00007,0.00001,0.00004,0.00003,2.06286,0.82045,0.66487,0.35016,0.57757,0.13909,0.22741,0.08832,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 2006, 2006, 14,   -99,   ACY,       1,0.00162,0.00151,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 2006, 2006, 15,     1,   ACY,       1,0.01038,0.01023,0.00027,0.00001,0.00001,0.00000,0.00000,0.00000,0.00162,0.00151,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 2006, 2006, 16,     1,   ACY,       1,0.02020,0.01875,0.00139,0.00005,0.00006,0.00001,0.00001,0.00000,0.01200,0.01174,0.00030,0.00001,0.00001,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 17,     1,   ACY,       1,0.03784,0.03290,0.00456,0.00037,0.00039,0.00002,0.00002,0.00000,0.03220,0.03049,0.00169,0.00006,0.00007,0.00001,0.00001,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 18,     1,   ACY,       1,0.06170,0.04940,0.01075,0.00142,0.00155,0.00012,0.00013,0.00001,0.07004,0.06339,0.00625,0.00043,0.00046,0.00003,0.00003,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 19,     1,   ACY,       1,0.08394,0.06058,0.01918,0.00365,0.00417,0.00046,0.00052,0.00006,0.13174,0.11279,0.01700,0.00185,0.00201,0.00015,0.00016,0.00001,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 20,     1,   ACY,       1,0.09723,0.06130,0.02735,0.00704,0.00858,0.00130,0.00154,0.00024,0.21568,0.17337,0.03618,0.00550,0.00618,0.00061,0.00068,0.00007,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 21,     1,   ACY,       1,0.10349,0.05541,0.03386,0.01108,0.01422,0.00256,0.00314,0.00058,0.31291,0.23467,0.06353,0.01254,0.01476,0.00191,0.00222,0.00031,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 22,     1,   ACY,       1,0.10795,0.05013,0.03782,0.01485,0.01999,0.00404,0.00514,0.00110,0.41640,0.29008,0.09739,0.02362,0.02898,0.00447,0.00536,0.00089,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 23,     1,   ACY,       1,0.11120,0.04668,0.03944,0.01789,0.02508,0.00543,0.00719,0.00176,0.52435,0.34021,0.13521,0.03847,0.04897,0.00851,0.01050,0.00199,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 24,     1,   ACY,       1,0.11231,0.04404,0.03924,0.01989,0.02903,0.00663,0.00914,0.00251,0.63555,0.38689,0.17465,0.05636,0.07405,0.01394,0.01769,0.00375,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 25,     1,   ACY,       1,0.11374,0.04266,0.03884,0.02126,0.03224,0.00771,0.01098,0.00327,0.74786,0.43093,0.21389,0.07625,0.10308,0.02057,0.02683,0.00626,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 26,     1,   ACY,       1,0.11590,0.04229,0.03883,0.02210,0.03478,0.00861,0.01268,0.00407,0.86160,0.47359,0.25273,0.09751,0.13532,0.02828,0.03781,0.00953,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 27,     1,   ACY,       1,0.11867,0.04235,0.03934,0.02284,0.03698,0.00935,0.01414,0.00479,0.97750,0.51588,0.29156,0.11961,0.17010,0.03689,0.05049,0.01360,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 28,     1,   ACY,       1,0.12021,0.04183,0.03997,0.02328,0.03841,0.00973,0.01513,0.00540,1.09617,0.55823,0.33090,0.14245,0.20708,0.04624,0.06463,0.01839,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 29,     1,   ACY,       1,0.11934,0.04001,0.04016,0.02334,0.03917,0.00990,0.01583,0.00593,1.21638,0.60006,0.37087,0.16573,0.24549,0.05597,0.07976,0.02379,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 30,     1,   ACY,       1,0.11533,0.03673,0.03960,0.02287,0.03900,0.00989,0.01613,0.00624,1.33572,0.64007,0.41103,0.18907,0.28466,0.06587,0.09559,0.02972,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 31,     1,   ACY,       1,0.10872,0.03250,0.03819,0.02204,0.03802,0.00964,0.01598,0.00634,1.45105,0.67680,0.45063,0.21194,0.32366,0.07576,0.11172,0.03596,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 32,     1,   ACY,       1,0.09985,0.02769,0.03566,0.02095,0.03650,0.00926,0.01555,0.00629,1.55977,0.70930,0.48882,0.23398,0.36168,0.08540,0.12770,0.04230,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 33,     1,   ACY,       1,0.08993,0.02329,0.03217,0.01958,0.03446,0.00867,0.01488,0.00621,1.65962,0.73699,0.52448,0.25493,0.39818,0.09466,0.14325,0.04859,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 34,     1,   ACY,       1,0.07940,0.01954,0.02803,0.01794,0.03184,0.00800,0.01390,0.00590,1.74955,0.76028,0.55665,0.27451,0.43264,0.10333,0.15813,0.05480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 35,     1,   ACY,       1,0.06857,0.01640,0.02362,0.01592,0.02854,0.00713,0.01262,0.00549,1.82895,0.77982,0.58468,0.29245,0.46448,0.11133,0.17203,0.06070,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 36,     1,   ACY,       1,0.05723,0.01330,0.01919,0.01344,0.02474,0.00625,0.01130,0.00505,1.89752,0.79622,0.60830,0.30837,0.49302,0.11846,0.18465,0.06619,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 37,     1,   ACY,       1,0.04616,0.01038,0.01507,0.01079,0.02071,0.00529,0.00992,0.00463,1.95475,0.80952,0.62749,0.32181,0.51776,0.12471,0.19595,0.07124,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 38,     1,   ACY,       1,0.03605,0.00785,0.01141,0.00835,0.01678,0.00433,0.00843,0.00410,2.00091,0.81990,0.64256,0.33260,0.53847,0.13000,0.20587,0.07587,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 39,     1,   ACY,       1,0.02724,0.00584,0.00831,0.00620,0.01309,0.00339,0.00689,0.00350,2.03696,0.82775,0.65397,0.34095,0.55525,0.13433,0.21430,0.07997,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 40,     1,   ACY,       1,0.01941,0.00417,0.00573,0.00427,0.00950,0.00247,0.00523,0.00276,2.06420,0.83359,0.66228,0.34715,0.56834,0.13772,0.22119,0.08347,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 41,     1,   ACY,       1,0.01294,0.00279,0.00372,0.00272,0.00643,0.00164,0.00371,0.00207,2.08361,0.83776,0.66801,0.35142,0.57784,0.14019,0.22642,0.08623,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 42,     1,   ACY,       1,0.00806,0.00173,0.00222,0.00167,0.00410,0.00102,0.00243,0.00141,2.09655,0.84055,0.67173,0.35414,0.58427,0.14183,0.23013,0.08830,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 43,     1,   ACY,       1,0.00481,0.00103,0.00128,0.00098,0.00250,0.00060,0.00152,0.00092,2.10461,0.84228,0.67395,0.35581,0.58837,0.14285,0.23256,0.08971,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 44,     1,   ACY,       1,0.00269,0.00059,0.00068,0.00053,0.00141,0.00033,0.00088,0.00055,2.10942,0.84331,0.67523,0.35679,0.59087,0.14345,0.23408,0.09063,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 45,     1,   ACY,       1,0.00139,0.00032,0.00034,0.00025,0.00072,0.00016,0.00047,0.00031,2.11211,0.84390,0.67591,0.35732,0.59228,0.14378,0.23496,0.09118,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 46,     1,   ACY,       1,0.00069,0.00017,0.00017,0.00011,0.00036,0.00008,0.00025,0.00017,2.11350,0.84422,0.67625,0.35757,0.59300,0.14394,0.23543,0.09149,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 47,     1,   ACY,       1,0.00035,0.00009,0.00009,0.00006,0.00018,0.00004,0.00012,0.00008,2.11419,0.84439,0.67642,0.35768,0.59336,0.14402,0.23568,0.09166,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 48,     1,   ACY,       1,0.00019,0.00006,0.00005,0.00003,0.00008,0.00002,0.00005,0.00003,2.11454,0.84448,0.67651,0.35774,0.59354,0.14406,0.23580,0.09174,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 2006, 2006, 49,     1,   ACY,       1,0.00018,0.00005,0.00005,0.00003,0.00008,0.00002,0.00005,0.00003,2.11473,0.84454,0.67656,0.35777,0.59362,0.14408,0.23585,0.09177,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 2006, 2006, 50,    99,   ACY,       1,0.00016,0.00004,0.00004,0.00003,0.00007,0.00001,0.00004,0.00003,2.11491,0.84459,0.67661,0.35780,0.59370,0.14410,0.23590,0.09180,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 14,   -99,  ARDY,       1,0.00118,0.00073,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 15,     1,  ARDY,       1,0.00807,0.00648,0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00118,0.00073,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 16,     1,  ARDY,       1,0.01925,0.01940,0.00150,0.00010,0.00010,0.00000,0.00000,0.00000,0.00925,0.00721,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 17,     1,  ARDY,       1,0.04060,0.03500,0.00505,0.00050,0.00055,0.00005,0.00005,0.00000,0.02850,0.02661,0.00180,0.00010,0.00010,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 18,     1,  ARDY,       1,0.07020,0.05565,0.01260,0.00175,0.00195,0.00020,0.00020,0.00000,0.06910,0.06161,0.00685,0.00060,0.00065,0.00005,0.00005,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 19,     1,  ARDY,       1,0.10440,0.07375,0.02480,0.00510,0.00585,0.00075,0.00075,0.00000,0.13930,0.11726,0.01945,0.00235,0.00260,0.00025,0.00025,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 20,     1,  ARDY,       1,0.13555,0.08360,0.03840,0.01100,0.01355,0.00210,0.00255,0.00045,0.24370,0.19101,0.04425,0.00745,0.00845,0.00100,0.00100,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 21,     1,  ARDY,       1,0.15790,0.08420,0.04915,0.01860,0.02455,0.00455,0.00595,0.00140,0.37925,0.27461,0.08265,0.01845,0.02200,0.00310,0.00355,0.00045,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 22,     1,  ARDY,       1,0.17130,0.07880,0.05505,0.02625,0.03745,0.00825,0.01120,0.00295,0.53715,0.35881,0.13180,0.03705,0.04655,0.00765,0.00950,0.00185,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 23,     1,  ARDY,       1,0.18040,0.07095,0.05730,0.03290,0.05215,0.01325,0.01925,0.00600,0.70845,0.43761,0.18685,0.06330,0.08400,0.01590,0.02070,0.00480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 24,     1,  ARDY,       1,0.18435,0.06210,0.05610,0.03710,0.06615,0.01840,0.02905,0.01065,0.88885,0.50856,0.24415,0.09620,0.13615,0.02915,0.03995,0.01080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 25,     1,  ARDY,       1,0.18200,0.05235,0.05185,0.03850,0.07780,0.02265,0.03930,0.01665,1.07320,0.57066,0.30025,0.13330,0.20230,0.04755,0.06900,0.02145,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 26,     1,  ARDY,       1,0.17595,0.04305,0.04635,0.03790,0.08655,0.02540,0.04865,0.02325,1.25520,0.62301,0.35210,0.17180,0.28010,0.07020,0.10830,0.03810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 27,     1,  ARDY,       1,0.17285,0.03580,0.04195,0.03700,0.09510,0.02725,0.05810,0.03085,1.43115,0.66606,0.39845,0.20970,0.36665,0.09560,0.15695,0.06135,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 28,     1,  ARDY,       1,0.17265,0.03055,0.03875,0.03615,0.10335,0.02845,0.06720,0.03875,1.60400,0.70186,0.44040,0.24670,0.46175,0.12285,0.21505,0.09220,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 29,     1,  ARDY,       1,0.16845,0.02535,0.03430,0.03390,0.10880,0.02830,0.07490,0.04660,1.77665,0.73241,0.47915,0.28285,0.56510,0.15130,0.28225,0.13095,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 30,     1,  ARDY,       1,0.15555,0.02000,0.02855,0.02965,0.10700,0.02610,0.07735,0.05125,1.94510,0.75776,0.51345,0.31675,0.67390,0.17960,0.35715,0.17755,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 31,     1,  ARDY,       1,0.13970,0.01515,0.02275,0.02485,0.10180,0.02300,0.07695,0.05395,2.10065,0.77776,0.54200,0.34640,0.78090,0.20570,0.43450,0.22880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 32,     1,  ARDY,       1,0.12840,0.01165,0.01835,0.02110,0.09840,0.02050,0.07730,0.05680,2.24035,0.79291,0.56475,0.37125,0.88270,0.22870,0.51145,0.28275,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 33,     1,  ARDY,       1,0.12165,0.00940,0.01520,0.01845,0.09705,0.01875,0.07860,0.05985,2.36875,0.80456,0.58310,0.39235,0.98110,0.24920,0.58875,0.33955,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 34,     1,  ARDY,       1,0.11785,0.00795,0.01275,0.01630,0.09715,0.01730,0.08085,0.06355,2.49040,0.81396,0.59830,0.41080,1.07815,0.26795,0.66735,0.39940,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 35,     1,  ARDY,       1,0.11215,0.00665,0.01055,0.01390,0.09495,0.01535,0.08105,0.06570,2.60825,0.82191,0.61105,0.42710,1.17530,0.28525,0.74820,0.46295,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 36,     1,  ARDY,       1,0.10545,0.00545,0.00870,0.01170,0.09130,0.01330,0.07960,0.06630,2.72040,0.82856,0.62160,0.44100,1.27025,0.30060,0.82925,0.52865,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 37,     1,  ARDY,       1,0.09830,0.00435,0.00700,0.00965,0.08695,0.01130,0.07730,0.06600,2.82585,0.83401,0.63030,0.45270,1.36155,0.31390,0.90885,0.59495,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 38,     1,  ARDY,       1,0.08980,0.00345,0.00550,0.00780,0.08085,0.00940,0.07305,0.06365,2.92415,0.83836,0.63730,0.46235,1.44850,0.32520,0.98615,0.66095,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 39,     1,  ARDY,       1,0.07970,0.00270,0.00425,0.00610,0.07275,0.00760,0.06665,0.05905,3.01395,0.84181,0.64280,0.47015,1.52935,0.33460,1.05920,0.72460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 40,     1,  ARDY,       1,0.06545,0.00200,0.00310,0.00440,0.06035,0.00575,0.05595,0.05020,3.09365,0.84451,0.64705,0.47625,1.60210,0.34220,1.12585,0.78365,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 41,     1,  ARDY,       1,0.05000,0.00135,0.00210,0.00295,0.04655,0.00400,0.04360,0.03960,3.15910,0.84651,0.65015,0.48065,1.66245,0.34795,1.18180,0.83385,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 42,     1,  ARDY,       1,0.03820,0.00090,0.00140,0.00200,0.03590,0.00275,0.03390,0.03115,3.20910,0.84786,0.65225,0.48360,1.70900,0.35195,1.22540,0.87345,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 43,     1,  ARDY,       1,0.02880,0.00060,0.00090,0.00135,0.02730,0.00185,0.02595,0.02410,3.24730,0.84876,0.65365,0.48560,1.74490,0.35470,1.25930,0.90460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 44,     1,  ARDY,       1,0.02160,0.00040,0.00060,0.00090,0.02060,0.00125,0.01970,0.01845,3.27610,0.84936,0.65455,0.48695,1.77220,0.35655,1.28525,0.92870,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 45,     1,  ARDY,       1,0.01475,0.00025,0.00040,0.00055,0.01410,0.00080,0.01355,0.01275,3.29770,0.84976,0.65515,0.48785,1.79280,0.35780,1.30495,0.94715,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 46,     1,  ARDY,       1,0.00960,0.00015,0.00025,0.00030,0.00920,0.00045,0.00890,0.00845,3.31245,0.85001,0.65555,0.48840,1.80690,0.35860,1.31850,0.95990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 47,     1,  ARDY,       1,0.00580,0.00010,0.00015,0.00015,0.00555,0.00025,0.00540,0.00515,3.32205,0.85016,0.65580,0.48870,1.81610,0.35905,1.32740,0.96835,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 48,     1,  ARDY,       1,0.00320,0.00010,0.00010,0.00005,0.00300,0.00015,0.00295,0.00280,3.32785,0.85026,0.65595,0.48885,1.82165,0.35930,1.33280,0.97350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 49,     1,  ARDY,       1,0.00156,0.00004,0.00004,0.00000,0.00118,0.00007,0.00118,0.00111,3.33105,0.85036,0.65605,0.48890,1.82465,0.35945,1.33575,0.97630,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 50,    99,  ARDY,       1,0.00069,0.00001,0.00001,0.00000,0.00041,0.00003,0.00041,0.00038,3.33261,0.85040,0.65609,0.48890,1.82583,0.35952,1.33693,0.97741,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 14,   -99,  ARDY,       1,0.00121,0.00074,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 15,     1,  ARDY,       1,0.00810,0.00652,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00121,0.00074,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 16,     1,  ARDY,       1,0.01895,0.01925,0.00140,0.00010,0.00010,0.00000,0.00000,0.00000,0.00931,0.00726,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 17,     1,  ARDY,       1,0.03945,0.03405,0.00485,0.00050,0.00055,0.00005,0.00005,0.00000,0.02826,0.02651,0.00165,0.00010,0.00010,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 18,     1,  ARDY,       1,0.06820,0.05400,0.01225,0.00175,0.00195,0.00020,0.00020,0.00000,0.06771,0.06056,0.00650,0.00060,0.00065,0.00005,0.00005,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 19,     1,  ARDY,       1,0.10255,0.07230,0.02430,0.00515,0.00595,0.00080,0.00080,0.00000,0.13591,0.11456,0.01875,0.00235,0.00260,0.00025,0.00025,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 20,     1,  ARDY,       1,0.13465,0.08320,0.03775,0.01110,0.01370,0.00220,0.00260,0.00040,0.23846,0.18686,0.04305,0.00750,0.00855,0.00105,0.00105,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 21,     1,  ARDY,       1,0.15765,0.08475,0.04825,0.01870,0.02465,0.00465,0.00595,0.00130,0.37311,0.27006,0.08080,0.01860,0.02225,0.00325,0.00365,0.00040,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 22,     1,  ARDY,       1,0.17080,0.07945,0.05385,0.02635,0.03750,0.00835,0.01115,0.00280,0.53076,0.35481,0.12905,0.03730,0.04690,0.00790,0.00960,0.00170,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 23,     1,  ARDY,       1,0.17935,0.07135,0.05595,0.03295,0.05205,0.01340,0.01910,0.00570,0.70156,0.43426,0.18290,0.06365,0.08440,0.01625,0.02075,0.00450,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 24,     1,  ARDY,       1,0.18290,0.06255,0.05480,0.03695,0.06555,0.01850,0.02860,0.01010,0.88091,0.50561,0.23885,0.09660,0.13645,0.02965,0.03985,0.01020,       ODE,  estimate,    USA_01,   .,    0
