Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,  ASFR1,  ASFR2,  ASFR3, ASFR3P,  ASFR4, ASFR4P, ASFR5P,   CPFR,  CPFR1,  CPFR2,  CPFR3, CPFR3P,  CPFR4, CPFR4P, CPFR5P,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 1918, 1918, 25,     1,  ARDY,       1,0.18015,0.05305,0.05075,0.03805,0.07635,0.02255,0.03830,0.01575,1.06381,0.56816,0.29365,0.13355,0.20200,0.04815,0.06845,0.02030,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 26,     1,  ARDY,       1,0.17445,0.04420,0.04570,0.03735,0.08455,0.02515,0.04720,0.02205,1.24396,0.62121,0.34440,0.17160,0.27835,0.07070,0.10675,0.03605,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 27,     1,  ARDY,       1,0.17190,0.03725,0.04175,0.03655,0.09290,0.02700,0.05635,0.02935,1.41841,0.66541,0.39010,0.20895,0.36290,0.09585,0.15395,0.05810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 28,     1,  ARDY,       1,0.17125,0.03185,0.03865,0.03580,0.10075,0.02820,0.06495,0.03675,1.59031,0.70266,0.43185,0.24550,0.45580,0.12285,0.21030,0.08745,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 29,     1,  ARDY,       1,0.16650,0.02650,0.03415,0.03350,0.10585,0.02795,0.07235,0.04440,1.76156,0.73451,0.47050,0.28130,0.55655,0.15105,0.27525,0.12420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 30,     1,  ARDY,       1,0.15410,0.02105,0.02835,0.02920,0.10470,0.02575,0.07550,0.04975,1.92806,0.76101,0.50465,0.31480,0.66240,0.17900,0.34760,0.16860,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 31,     1,  ARDY,       1,0.13935,0.01615,0.02265,0.02445,0.10055,0.02265,0.07610,0.05345,2.08216,0.78206,0.53300,0.34400,0.76710,0.20475,0.42310,0.21835,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 32,     1,  ARDY,       1,0.12825,0.01255,0.01830,0.02070,0.09740,0.02010,0.07670,0.05660,2.22151,0.79821,0.55565,0.36845,0.86765,0.22740,0.49920,0.27180,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 33,     1,  ARDY,       1,0.12080,0.01010,0.01505,0.01805,0.09565,0.01830,0.07760,0.05930,2.34976,0.81076,0.57395,0.38915,0.96505,0.24750,0.57590,0.32840,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 34,     1,  ARDY,       1,0.11640,0.00840,0.01260,0.01595,0.09540,0.01685,0.07945,0.06260,2.47056,0.82086,0.58900,0.40720,1.06070,0.26580,0.65350,0.38770,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 35,     1,  ARDY,       1,0.11065,0.00690,0.01050,0.01370,0.09325,0.01505,0.07955,0.06450,2.58696,0.82926,0.60160,0.42315,1.15610,0.28265,0.73295,0.45030,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 36,     1,  ARDY,       1,0.10415,0.00565,0.00875,0.01165,0.08975,0.01320,0.07810,0.06490,2.69761,0.83616,0.61210,0.43685,1.24935,0.29770,0.81250,0.51480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 37,     1,  ARDY,       1,0.09715,0.00455,0.00710,0.00970,0.08550,0.01130,0.07580,0.06450,2.80176,0.84181,0.62085,0.44850,1.33910,0.31090,0.89060,0.57970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 38,     1,  ARDY,       1,0.08890,0.00365,0.00560,0.00785,0.07965,0.00945,0.07180,0.06235,2.89891,0.84636,0.62795,0.45820,1.42460,0.32220,0.96640,0.64420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 39,     1,  ARDY,       1,0.07940,0.00290,0.00435,0.00620,0.07215,0.00765,0.06595,0.05830,2.98781,0.85001,0.63355,0.46605,1.50425,0.33165,1.03820,0.70655,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 40,     1,  ARDY,       1,0.06560,0.00215,0.00315,0.00460,0.06030,0.00575,0.05570,0.04995,3.06721,0.85291,0.63790,0.47225,1.57640,0.33930,1.10415,0.76485,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 41,     1,  ARDY,       1,0.05030,0.00145,0.00215,0.00320,0.04670,0.00395,0.04350,0.03955,3.13281,0.85506,0.64105,0.47685,1.63670,0.34505,1.15985,0.81480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 42,     1,  ARDY,       1,0.03835,0.00100,0.00145,0.00220,0.03590,0.00265,0.03370,0.03105,3.18311,0.85651,0.64320,0.48005,1.68340,0.34900,1.20335,0.85435,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 43,     1,  ARDY,       1,0.02860,0.00065,0.00095,0.00140,0.02700,0.00175,0.02560,0.02385,3.22146,0.85751,0.64465,0.48225,1.71930,0.35165,1.23705,0.88540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 44,     1,  ARDY,       1,0.02175,0.00045,0.00065,0.00090,0.02065,0.00120,0.01975,0.01855,3.25006,0.85816,0.64560,0.48365,1.74630,0.35340,1.26265,0.90925,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 45,     1,  ARDY,       1,0.01560,0.00030,0.00040,0.00060,0.01490,0.00080,0.01430,0.01350,3.27181,0.85861,0.64625,0.48455,1.76695,0.35460,1.28240,0.92780,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 46,     1,  ARDY,       1,0.01095,0.00020,0.00025,0.00045,0.01050,0.00050,0.01005,0.00955,3.28741,0.85891,0.64665,0.48515,1.78185,0.35540,1.29670,0.94130,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 47,     1,  ARDY,       1,0.00710,0.00015,0.00015,0.00030,0.00680,0.00030,0.00650,0.00620,3.29836,0.85911,0.64690,0.48560,1.79235,0.35590,1.30675,0.95085,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 48,     1,  ARDY,       1,0.00395,0.00010,0.00005,0.00015,0.00380,0.00020,0.00365,0.00345,3.30546,0.85926,0.64705,0.48590,1.79915,0.35620,1.31325,0.95705,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 49,     1,  ARDY,       1,0.00195,0.00004,0.00000,0.00004,0.00152,0.00010,0.00148,0.00138,3.30941,0.85936,0.64710,0.48605,1.80295,0.35640,1.31690,0.96050,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 50,    99,  ARDY,       1,0.00086,0.00001,0.00000,0.00001,0.00053,0.00005,0.00052,0.00047,3.31136,0.85940,0.64710,0.48609,1.80447,0.35650,1.31838,0.96188,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 14,   -99,  ARDY,       1,0.00101,0.00061,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 15,     1,  ARDY,       1,0.00689,0.00554,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00101,0.00061,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 16,     1,  ARDY,       1,0.01670,0.01670,0.00140,0.00010,0.00010,0.00000,0.00000,0.00000,0.00790,0.00615,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 17,     1,  ARDY,       1,0.03515,0.02985,0.00475,0.00050,0.00055,0.00005,0.00005,0.00000,0.02460,0.02285,0.00165,0.00010,0.00010,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 18,     1,  ARDY,       1,0.06020,0.04675,0.01160,0.00165,0.00185,0.00020,0.00020,0.00000,0.05975,0.05270,0.00640,0.00060,0.00065,0.00005,0.00005,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 19,     1,  ARDY,       1,0.08945,0.06080,0.02300,0.00485,0.00565,0.00080,0.00080,0.00000,0.11995,0.09945,0.01800,0.00225,0.00250,0.00025,0.00025,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 20,     1,  ARDY,       1,0.11665,0.06755,0.03600,0.01055,0.01310,0.00215,0.00255,0.00040,0.20940,0.16025,0.04100,0.00710,0.00815,0.00105,0.00105,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 21,     1,  ARDY,       1,0.13675,0.06675,0.04630,0.01785,0.02370,0.00455,0.00585,0.00130,0.32605,0.22780,0.07700,0.01765,0.02125,0.00320,0.00360,0.00040,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 22,     1,  ARDY,       1,0.14920,0.06140,0.05175,0.02510,0.03605,0.00820,0.01095,0.00275,0.46280,0.29455,0.12330,0.03550,0.04495,0.00775,0.00945,0.00170,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 23,     1,  ARDY,       1,0.15815,0.05470,0.05350,0.03125,0.04995,0.01310,0.01870,0.00560,0.61200,0.35595,0.17505,0.06060,0.08100,0.01595,0.02040,0.00445,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 24,     1,  ARDY,       1,0.16360,0.04810,0.05245,0.03500,0.06305,0.01805,0.02805,0.01000,0.77015,0.41065,0.22855,0.09185,0.13095,0.02905,0.03910,0.01005,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 25,     1,  ARDY,       1,0.16355,0.04130,0.04885,0.03600,0.07340,0.02190,0.03740,0.01550,0.93375,0.45875,0.28100,0.12685,0.19400,0.04710,0.06715,0.02005,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 26,     1,  ARDY,       1,0.16000,0.03485,0.04415,0.03520,0.08100,0.02420,0.04580,0.02160,1.09730,0.50005,0.32985,0.16285,0.26740,0.06900,0.10455,0.03555,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 27,     1,  ARDY,       1,0.15885,0.02955,0.04035,0.03435,0.08895,0.02585,0.05460,0.02875,1.25730,0.53490,0.37400,0.19805,0.34840,0.09320,0.15035,0.05715,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 28,     1,  ARDY,       1,0.15940,0.02530,0.03740,0.03365,0.09670,0.02705,0.06305,0.03600,1.41615,0.56445,0.41435,0.23240,0.43735,0.11905,0.20495,0.08590,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 29,     1,  ARDY,       1,0.15655,0.02145,0.03325,0.03170,0.10185,0.02690,0.07015,0.04325,1.57555,0.58975,0.45175,0.26605,0.53405,0.14610,0.26800,0.12190,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 30,     1,  ARDY,       1,0.14600,0.01760,0.02780,0.02795,0.10060,0.02475,0.07265,0.04790,1.73210,0.61120,0.48500,0.29775,0.63590,0.17300,0.33815,0.16515,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 31,     1,  ARDY,       1,0.13295,0.01405,0.02235,0.02370,0.09655,0.02180,0.07285,0.05105,1.87810,0.62880,0.51280,0.32570,0.73650,0.19775,0.41080,0.21305,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 32,     1,  ARDY,       1,0.12320,0.01120,0.01815,0.02030,0.09385,0.01945,0.07355,0.05410,2.01105,0.64285,0.53515,0.34940,0.83305,0.21955,0.48365,0.26410,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 33,     1,  ARDY,       1,0.11620,0.00900,0.01500,0.01770,0.09220,0.01770,0.07450,0.05680,2.13425,0.65405,0.55330,0.36970,0.92690,0.23900,0.55720,0.31820,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 34,     1,  ARDY,       1,0.11215,0.00760,0.01255,0.01555,0.09200,0.01630,0.07645,0.06015,2.25045,0.66305,0.56830,0.38740,1.01910,0.25670,0.63170,0.37500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 35,     1,  ARDY,       1,0.10735,0.00645,0.01040,0.01335,0.09050,0.01460,0.07715,0.06255,2.36260,0.67065,0.58085,0.40295,1.11110,0.27300,0.70815,0.43515,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 36,     1,  ARDY,       1,0.10205,0.00545,0.00865,0.01140,0.08795,0.01280,0.07655,0.06375,2.46995,0.67710,0.59125,0.41630,1.20160,0.28760,0.78530,0.49770,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 37,     1,  ARDY,       1,0.09590,0.00445,0.00705,0.00950,0.08440,0.01095,0.07490,0.06395,2.57200,0.68255,0.59990,0.42770,1.28955,0.30040,0.86185,0.56145,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 38,     1,  ARDY,       1,0.08805,0.00355,0.00560,0.00770,0.07890,0.00920,0.07120,0.06200,2.66790,0.68700,0.60695,0.43720,1.37395,0.31135,0.93675,0.62540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 39,     1,  ARDY,       1,0.07860,0.00285,0.00435,0.00610,0.07140,0.00750,0.06530,0.05780,2.75595,0.69055,0.61255,0.44490,1.45285,0.32055,1.00795,0.68740,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 40,     1,  ARDY,       1,0.06460,0.00215,0.00320,0.00445,0.05925,0.00565,0.05480,0.04915,2.83455,0.69340,0.61690,0.45100,1.52425,0.32805,1.07325,0.74520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 41,     1,  ARDY,       1,0.04905,0.00145,0.00220,0.00300,0.04540,0.00395,0.04240,0.03845,2.89915,0.69555,0.62010,0.45545,1.58350,0.33370,1.12805,0.79435,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 42,     1,  ARDY,       1,0.03710,0.00100,0.00145,0.00205,0.03465,0.00270,0.03260,0.02990,2.94820,0.69700,0.62230,0.45845,1.62890,0.33765,1.17045,0.83280,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 43,     1,  ARDY,       1,0.02770,0.00070,0.00095,0.00135,0.02605,0.00180,0.02470,0.02290,2.98530,0.69800,0.62375,0.46050,1.66355,0.34035,1.20305,0.86270,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 44,     1,  ARDY,       1,0.02065,0.00045,0.00065,0.00090,0.01955,0.00120,0.01865,0.01745,3.01300,0.69870,0.62470,0.46185,1.68960,0.34215,1.22775,0.88560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 45,     1,  ARDY,       1,0.01405,0.00025,0.00040,0.00055,0.01340,0.00070,0.01285,0.01215,3.03365,0.69915,0.62535,0.46275,1.70915,0.34335,1.24640,0.90305,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 46,     1,  ARDY,       1,0.00925,0.00015,0.00025,0.00030,0.00885,0.00040,0.00855,0.00815,3.04770,0.69940,0.62575,0.46330,1.72255,0.34405,1.25925,0.91520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 47,     1,  ARDY,       1,0.00560,0.00010,0.00015,0.00015,0.00535,0.00020,0.00520,0.00500,3.05695,0.69955,0.62600,0.46360,1.73140,0.34445,1.26780,0.92335,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 48,     1,  ARDY,       1,0.00300,0.00005,0.00005,0.00005,0.00290,0.00010,0.00285,0.00275,3.06255,0.69965,0.62615,0.46375,1.73675,0.34465,1.27300,0.92835,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 49,     1,  ARDY,       1,0.00149,0.00000,0.00000,0.00000,0.00117,0.00006,0.00117,0.00111,3.06555,0.69970,0.62620,0.46380,1.73965,0.34475,1.27585,0.93110,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 50,    99,  ARDY,       1,0.00065,0.00000,0.00000,0.00000,0.00043,0.00004,0.00043,0.00039,3.06704,0.69970,0.62620,0.46380,1.74082,0.34481,1.27702,0.93221,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 14,   -99,  ARDY,       1,0.00121,0.00075,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 15,     1,  ARDY,       1,0.00839,0.00680,0.00023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00121,0.00075,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 16,     1,  ARDY,       1,0.02050,0.02080,0.00140,0.00010,0.00010,0.00000,0.00000,0.00000,0.00960,0.00755,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 17,     1,  ARDY,       1,0.04340,0.03805,0.00480,0.00050,0.00055,0.00005,0.00005,0.00000,0.03010,0.02835,0.00165,0.00010,0.00010,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 18,     1,  ARDY,       1,0.07415,0.06045,0.01180,0.00170,0.00190,0.00020,0.00020,0.00000,0.07350,0.06640,0.00645,0.00060,0.00065,0.00005,0.00005,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 19,     1,  ARDY,       1,0.10715,0.07880,0.02285,0.00475,0.00550,0.00075,0.00075,0.00000,0.14765,0.12685,0.01825,0.00230,0.00255,0.00025,0.00025,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 20,     1,  ARDY,       1,0.13600,0.08780,0.03535,0.01030,0.01285,0.00210,0.00255,0.00045,0.25480,0.20565,0.04110,0.00705,0.00805,0.00100,0.00100,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 21,     1,  ARDY,       1,0.15650,0.08745,0.04540,0.01765,0.02365,0.00460,0.00600,0.00140,0.39080,0.29345,0.07645,0.01735,0.02090,0.00310,0.00355,0.00045,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 22,     1,  ARDY,       1,0.16850,0.08140,0.05090,0.02500,0.03620,0.00830,0.01120,0.00290,0.54730,0.38090,0.12185,0.03500,0.04455,0.00770,0.00955,0.00185,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 23,     1,  ARDY,       1,0.17580,0.07305,0.05270,0.03110,0.05005,0.01315,0.01895,0.00580,0.71580,0.46230,0.17275,0.06000,0.08075,0.01600,0.02075,0.00475,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 24,     1,  ARDY,       1,0.17880,0.06385,0.05170,0.03485,0.06325,0.01815,0.02840,0.01025,0.89160,0.53535,0.22545,0.09110,0.13080,0.02915,0.03970,0.01055,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 25,     1,  ARDY,       1,0.17695,0.05430,0.04860,0.03615,0.07405,0.02215,0.03790,0.01575,1.07040,0.59920,0.27715,0.12595,0.19405,0.04730,0.06810,0.02080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 26,     1,  ARDY,       1,0.17140,0.04520,0.04435,0.03560,0.08185,0.02450,0.04625,0.02175,1.24735,0.65350,0.32575,0.16210,0.26810,0.06945,0.10600,0.03655,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 27,     1,  ARDY,       1,0.16785,0.03780,0.04055,0.03470,0.08950,0.02605,0.05480,0.02875,1.41875,0.69870,0.37010,0.19770,0.34995,0.09395,0.15225,0.05830,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 28,     1,  ARDY,       1,0.16645,0.03220,0.03735,0.03380,0.09690,0.02715,0.06310,0.03595,1.58660,0.73650,0.41065,0.23240,0.43945,0.12000,0.20705,0.08705,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 29,     1,  ARDY,       1,0.16230,0.02695,0.03335,0.03190,0.10200,0.02695,0.07010,0.04315,1.75305,0.76870,0.44800,0.26620,0.53635,0.14715,0.27015,0.12300,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 30,     1,  ARDY,       1,0.15015,0.02145,0.02820,0.02825,0.10050,0.02475,0.07225,0.04750,1.91535,0.79565,0.48135,0.29810,0.63835,0.17410,0.34025,0.16615,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 31,     1,  ARDY,       1,0.13525,0.01640,0.02290,0.02400,0.09595,0.02175,0.07195,0.05020,2.06550,0.81710,0.50955,0.32635,0.73885,0.19885,0.41250,0.21365,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 32,     1,  ARDY,       1,0.12435,0.01270,0.01870,0.02055,0.09295,0.01935,0.07240,0.05305,2.20075,0.83350,0.53245,0.35035,0.83480,0.22060,0.48445,0.26385,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 33,     1,  ARDY,       1,0.11705,0.01020,0.01545,0.01795,0.09140,0.01765,0.07345,0.05580,2.32510,0.84620,0.55115,0.37090,0.92775,0.23995,0.55685,0.31690,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 34,     1,  ARDY,       1,0.11275,0.00855,0.01290,0.01585,0.09130,0.01625,0.07545,0.05920,2.44215,0.85640,0.56660,0.38885,1.01915,0.25760,0.63030,0.37270,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 35,     1,  ARDY,       1,0.10740,0.00705,0.01065,0.01360,0.08970,0.01450,0.07610,0.06160,2.55490,0.86495,0.57950,0.40470,1.11045,0.27385,0.70575,0.43190,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 36,     1,  ARDY,       1,0.10170,0.00575,0.00880,0.01160,0.08715,0.01270,0.07555,0.06285,2.66230,0.87200,0.59015,0.41830,1.20015,0.28835,0.78185,0.49350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 37,     1,  ARDY,       1,0.09540,0.00465,0.00710,0.00970,0.08365,0.01085,0.07395,0.06310,2.76400,0.87775,0.59895,0.42990,1.28730,0.30105,0.85740,0.55635,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 38,     1,  ARDY,       1,0.08755,0.00375,0.00560,0.00790,0.07820,0.00910,0.07030,0.06120,2.85940,0.88240,0.60605,0.43960,1.37095,0.31190,0.93135,0.61945,       ODE,  estimate,    USA_01,   .,    0
