United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
1970     24    249970.00    83261.30    92438.17    46161.43    18046.29    10062.80
1970     25    236712.00    67505.81    84283.71    50271.06    21008.77    13642.66
1970     26    225652.00    54042.64    76968.59    52850.89    24323.73    17466.14
1970     27    214892.00    43242.01    69413.69    53875.40    27362.59    20998.30
1970     28    174732.00    29300.81    50849.39    45948.78    25535.62    23097.40
1970     29    142916.00    20060.26    36116.14    37832.01    24006.18    24901.41
1970     30    119254.00    14344.24    26521.04    30735.07    21559.67    26093.99
1970     31     97542.00    10161.38    19010.51    24195.01    18627.52    25547.57
1970     32     84136.00     7874.15    14344.29    19440.64    16328.44    26148.47
1970     33     68068.00     5743.64    10500.80    14656.03    13444.09    23723.44
1970     34     58806.00     4584.38     8130.32    11388.50    11364.35    23338.47
1970     35     50914.00     3550.78     6278.75     9419.13     9477.48    22187.86
1970     36     41110.00     2751.40     4766.14     6889.57     7388.73    19314.15
1970     37     34880.00     2307.50     3663.43     5282.90     5976.96    17649.23
1970     38     29516.00     1769.75     2858.99     4302.57     4888.46    15696.23
1970     39     23824.00     1396.79     2077.08     3208.20     3765.71    13376.22
1970     40     18836.00      978.75     1546.68     2372.37     2817.44    11120.75
1970     41     12754.00      678.04     1032.15     1440.59     1913.40     7689.82
1970     42      9310.00      412.30      709.96     1045.84     1236.91     5904.98
1970     43      5926.00      233.10      405.92      608.88      821.88     3856.22
1970     44      3126.00      154.40      180.46      308.79      346.89     2135.46
1970     45      1818.00       78.52      102.68      155.02      239.58     1242.20
1970     46       754.00       34.09       34.09       86.23       80.21      519.38
1970     47       356.00       34.19       24.14       24.13       34.20      239.34
1970     48       122.00       12.00        8.00       12.00       10.00       80.00
1970     49        96.00       20.43       12.25        8.17        8.17       46.98
1970     50         0.00        0.00        0.00        0.00        0.00        0.00
1970     51         0.00        0.00        0.00        0.00        0.00        0.00
1970     52         0.00        0.00        0.00        0.00        0.00        0.00
1970     53         0.00        0.00        0.00        0.00        0.00        0.00
1970     54         0.00        0.00        0.00        0.00        0.00        0.00
1970     55+        0.00        0.00        0.00        0.00        0.00        0.00
1971     12-      314.00      286.19       19.41        4.41        4.00        0.00
1971     13      1798.00     1765.24       30.72        2.05        0.00        0.00
1971     14      9466.00     9155.17      300.60       10.22        0.00        0.00
1971     15     31116.00    29262.93     1771.34       77.63        2.04        2.04
1971     16     72274.00    65025.81     6673.39      534.03       30.57       10.19
1971     17    122908.00   103246.47    17573.69     1894.52      164.83       28.49
1971     18    176522.00   136672.23    33881.96     5205.57      626.05      136.19
1971     19    225122.00   159271.84    52923.98    10743.71     1849.21      333.26
1971     20    246540.00   150670.34    72726.19    18177.49     3943.95     1022.05
1971     21    260102.00   135082.39    88870.31    26981.57     6991.99     2175.74
1971     22    272450.00   123118.88   100672.09    34572.03    10281.01     3805.98
1971     23    285170.00   112196.60   107794.75    44237.42    14626.24     6315.00
1971     24    290718.00   101467.10   109369.18    51550.90    18658.31     9672.50
1971     25    224650.00    66758.19    81692.75    46101.20    18703.63    11394.24
1971     26    205802.00    51837.36    72085.21    46642.90    21069.11    14167.43
1971     27    193394.00    41225.49    63717.82    47575.03    23080.78    17794.89
1971     28    179992.00    32086.46    55461.55    45920.03    25348.42    21175.53
1971     29    143054.00    21300.46    38817.89    37418.19    23160.67    22356.79
1971     30    116120.00    14474.14    27749.67    29813.94    20414.73    23667.53
1971     31     93428.00    10447.86    19758.81    22738.15    17499.10    22984.08
1971     32     77730.00     7536.39    14418.67    17919.37    14959.73    22895.85
1971     33     65254.00     5548.77    10627.57    14114.97    12711.13    22251.55
1971     34     53842.00     4180.51     7803.89    10688.46    10195.93    20973.20
1971     35     46324.00     3420.57     5979.44     8332.46     8552.44    20039.10
1971     36     38860.00     2580.98     4459.71     6384.85     7097.19    18337.27
1971     37     30720.00     2035.37     3321.08     4838.54     5263.76    15261.26
1971     38     26216.00     1490.28     2561.10     3644.02     4246.99    14273.60
1971     39     20444.00     1203.54     1903.08     2693.35     3130.81    11513.23
1971     40     15862.00      973.82     1432.45     1969.87     2206.25     9279.60
1971     41     11434.00      596.05      931.45     1327.47     1624.48     6954.56
1971     42      7994.00      381.62      583.55      811.71      991.42     5225.68
1971     43      4966.00      209.95      288.68      472.38      650.02     3344.98
1971     44      2730.00      147.40      163.56      236.25      315.00     1867.78
1971     45      1472.00       82.67       90.74      153.25      145.18     1000.15
1971     46       710.00       36.20       48.27       66.37       74.41      484.73
1971     47       318.00       14.18        8.10       32.41       24.30      239.01
1971     48       114.00        8.00       10.00       14.00       10.00       72.00
1971     49        40.00        4.00        0.00        4.00        2.00       30.00
1971     50         0.00        0.00        0.00        0.00        0.00        0.00
1971     51         0.00        0.00        0.00        0.00        0.00        0.00
1971     52         0.00        0.00        0.00        0.00        0.00        0.00
1971     53         0.00        0.00        0.00        0.00        0.00        0.00
1971     54         0.00        0.00        0.00        0.00        0.00        0.00
1971     55+        0.00        0.00        0.00        0.00        0.00        0.00
1972     12-      279.00      254.59       17.66        4.35        2.40        0.00
1972     13      1908.00     1886.86       21.14        0.00        0.00        0.00
1972     14      9895.00     9615.74      267.72       11.55        0.00        0.00
1972     15     33739.00    32052.99     1597.87       83.93        4.20        0.00
1972     16     76709.00    69917.42     6332.95      413.70       42.84        2.09
1972     17    126193.00   107534.49    16673.91     1797.76      144.28       42.56
1972     18    172840.00   135185.91    32235.08     4795.70      510.27      113.05
1972     19    206799.00   146639.39    48843.96     9503.29     1569.41      242.96
1972     20    221371.00   136002.10    65580.30    15718.12     3296.38      774.10
1972     21    228580.00   119855.75    79003.17    22376.31     5705.84     1638.93
1972     22    234208.00   105901.53    88167.93    28347.00     8901.27     2890.26
1972     23    243073.00    97059.13    94277.91    35356.79    11526.44     4852.75
1972     24    246951.00    88568.56    95836.02    41200.11    14426.04     6920.27
1972     25    250222.00    80250.85    96174.84    46477.38    17573.53     9745.41
1972     26    187647.00    51054.00    69675.28    39428.13    16603.85    10885.74
1972     27    168143.00    39412.93    59660.45    37887.56    17916.46    13265.61
1972     28    153761.00    29558.96    51620.33    37279.42    19607.83    15694.45
1972     29    140619.00    23025.44    43632.53    35879.08    20188.37    17893.58
1972     30    110723.00    15637.72    30481.45    27961.51    17924.67    18717.65
1972     31     86236.00    10421.64    20989.39    21186.57    15121.59    18516.80
1972     32     71115.00     7723.17    14909.84    16555.04    13244.24    18682.70
1972     33     58012.00     5593.36    10714.32    12637.61    10909.20    18157.51
1972     34     48915.00     4394.86     7892.58     9998.15     9131.63    17497.78
1972     35     39530.00     3283.80     5693.89     7556.52     7238.43    15757.36
1972     36     33967.00     2483.18     4546.70     5743.37     5939.40    15254.37
1972     37     27982.00     1868.53     3308.68     4586.67     4915.08    13303.05
1972     38     22142.00     1474.64     2335.19     3167.22     3545.04    11619.92
1972     39     17707.00     1040.33     1738.30     2468.87     2714.43     9745.06
1972     40     13364.00      808.71     1198.84     1666.18     1821.63     7868.64
1972     41      9573.00      496.93      854.35     1062.09     1351.28     5808.36
1972     42      7175.00      357.28      605.26      731.77      922.05     4558.64
1972     43      4282.00      239.76      306.08      457.08      514.21     2764.88
1972     44      2467.00      128.34      163.99      233.25      232.23     1709.18
1972     45      1245.00       37.57       83.27      137.09      128.97      858.09
1972     46       613.00       14.28       27.54       66.29       54.06      450.83
1972     47       260.00        6.16       11.31       17.47       26.72      198.34
1972     48       115.00        7.00        6.00        7.00       12.00       83.00
1972     49        51.00        2.00        4.00        6.00        4.00       35.00
1972     50         0.00        0.00        0.00        0.00        0.00        0.00
1972     51         0.00        0.00        0.00        0.00        0.00        0.00
1972     52         0.00        0.00        0.00        0.00        0.00        0.00
1972     53         0.00        0.00        0.00        0.00        0.00        0.00
1972     54         0.00        0.00        0.00        0.00        0.00        0.00
1972     55+        0.00        0.00        0.00        0.00        0.00        0.00
1973     12-      361.00      346.85        3.35        8.57        2.23        0.00
1973     13      2064.00     2015.77       38.14        3.36        6.73        0.00
1973     14     10436.00    10166.37      260.90        8.74        0.00        0.00
1973     15     34752.00    33024.48     1645.62       77.59        2.15        2.15
1973     16     77889.00    71133.50     6345.26      387.74       17.14        5.35
1973     17    125762.00   107647.28    16327.86     1650.47      104.42       31.96
1973     18    167501.00   131003.98    31384.47     4546.25      486.91       79.38
1973     19    198192.00   140088.08    47581.19     8929.25     1362.53      230.96
1973     20    209803.00   128255.09    63099.04    14722.05     3109.18      617.63
1973     21    216519.00   113241.80    76387.64    20609.52     4854.42     1425.61
1973     22    221906.00   100984.96    84860.83    26404.17     7245.97     2410.09
1973     23    225259.00    90496.04    89374.94    31659.08     9819.22     3909.72
1973     24    227626.00    83027.56    90765.90    35986.40    12026.76     5819.40
1973     25    227480.00    74804.55    90394.57    39975.96    14672.40     7632.52
1973     26    225070.00    66261.45    88500.03    43788.97    16684.13     9835.41
1973     27    164419.00    41086.04    62265.24    35421.69    15283.04    10362.99
1973     28    143861.00    30410.60    51424.08    33447.82    16066.32    12512.18
1973     29    127496.00    23148.35    42343.68    31353.28    16782.43    13868.26
1973     30    114998.00    18292.12    33927.41    29496.60    16960.60    16321.26
1973     31     86262.00    11718.07    22966.80    21851.97    14100.03    15625.13
1973     32     69014.00     8077.20    15823.55    16633.55    12094.02    16385.68
1973     33     54896.00     5803.66    11207.49    12426.64     9946.91    15511.29
1973     34     44806.00     4228.16     8412.78     9516.46     8187.90    14460.70
1973     35     36851.00     3292.46     5969.58     7186.84     6691.26    13710.84
1973     36     29789.00     2501.84     4353.73     5246.14     5253.37    12433.92
1973     37     24869.00     1868.64     3129.55     4149.66     4155.86    11565.30
1973     38     20016.00     1306.40     2305.29     3011.12     3185.51    10207.67
1973     39     15264.00      979.49     1665.45     2095.97     2355.51     8167.58
1973     40     11601.00      688.64     1111.77     1441.57     1645.88     6713.15
1973     41      8312.00      530.99      740.71      904.96     1086.78     5048.56
1973     42      6041.00      340.81      519.98      670.31      759.88     3750.01
1973     43      3883.00      193.02      256.68      385.02      396.31     2651.98
1973     44      2025.00      104.62      127.40      176.09      237.19     1379.70
1973     45      1103.00       51.06       72.51       90.90      124.60      763.93
1973     46       509.00       19.98       24.19       36.80       56.79      371.24
1973     47       209.00       20.60       10.30       22.65       13.38      142.08
1973     48        91.00        8.47        4.23        4.24        2.12       71.96
1973     49        30.00        2.15        4.28        6.43        5.36       11.78
1973     50         0.00        0.00        0.00        0.00        0.00        0.00
1973     51         0.00        0.00        0.00        0.00        0.00        0.00
1973     52         0.00        0.00        0.00        0.00        0.00        0.00
1973     53         0.00        0.00        0.00        0.00        0.00        0.00
1973     54         0.00        0.00        0.00        0.00        0.00        0.00
1973     55+        0.00        0.00        0.00        0.00        0.00        0.00
1974     12-      370.00      348.31       11.24        6.10        4.36        0.00
1974     13      2008.00     1979.11       26.83        2.06        0.00        0.00
1974     14     10151.00     9892.01      247.63        7.22        4.13        0.00
1974     15     33718.00    32094.52     1546.41       73.98        1.02        2.06
1974     16     75909.00    69228.65     6294.26      356.40       26.63        3.07
1974     17    124550.00   106030.25    16799.81     1586.06      114.45       19.41
1974     18    164609.00   127457.61    32191.42     4404.34      466.94       88.70
1974     19    196663.00   137033.35    49235.80     8858.51     1342.78      192.56
1974     20    211702.00   127758.99    65912.77    14637.56     2810.45      582.25
1974     21    219162.00   115514.98    77915.71    20087.57     4487.96     1155.79
1974     22    224559.00   104381.96    85962.98    25604.65     6633.88     1975.53
1974     23    228238.00    94139.69    90851.50    30997.29     8887.25     3362.28
1974     24    224390.00    83992.14    90010.48    34378.35    11105.94     4903.08
1974     25    224316.00    77131.30    89317.99    38237.29    13075.47     6553.95
1974     26    217821.00    67979.75    86328.62    40687.52    14711.72     8113.38
1974     27    208064.00    56588.03    82119.95    42517.74    16579.74    10258.54
1974     28    148425.00    34451.24    55560.61    33003.71    14724.59    10684.85
1974     29    124692.00    24789.02    43417.20    29904.30    14819.56    11761.92
1974     30    109199.00    18752.97    34837.93    27478.64    14762.09    13367.36
1974     31     92930.00    13944.56    27354.85    23840.63    13872.72    13917.24
1974     32     71629.00     9583.17    18284.47    17940.62    11852.55    13968.21
1974     33     55208.00     6541.13    12310.21    13138.84     9614.13    13603.69
1974     34     43941.00     4685.06     8626.81     9647.85     7998.64    12982.64
1974     35     34639.00     3407.32     6228.56     7092.51     6296.25    11614.37
1974     36     28359.00     2590.85     4330.54     5204.93     5053.47    11179.22
1974     37     22842.00     2054.78     3129.65     3842.87     3852.97     9961.75
1974     38     18133.00     1414.86     2247.84     2742.99     2879.13     8848.17
1974     39     14142.00     1067.51     1577.05     1981.66     2212.72     7303.07
1974     40     10393.00      711.85     1084.44     1306.58     1411.58     5878.56
1974     41      7268.00      488.92      649.87      800.69     1015.29     4313.22
1974     42      5125.00      343.62      404.26      509.37      701.39     3166.36
1974     43      3279.00      158.55      229.24      318.10      380.71     2192.40
1974     44      1813.00       98.03      115.21      161.69      207.17     1230.90
1974     45       894.00       60.82       52.70       66.90       92.24      621.34
1974     46       490.00       20.21       27.27       41.42       56.58      344.52
1974     47       209.00       11.21       11.21       17.33       24.47      144.77
1974     48        82.00        6.00        2.00        9.00       10.00       55.00
1974     49        36.00        4.00        8.00        0.00        4.00       20.00
1974     50         0.00        0.00        0.00        0.00        0.00        0.00
1974     51         0.00        0.00        0.00        0.00        0.00        0.00
1974     52         0.00        0.00        0.00        0.00        0.00        0.00
1974     53         0.00        0.00        0.00        0.00        0.00        0.00
1974     54         0.00        0.00        0.00        0.00        0.00        0.00
1974     55+        0.00        0.00        0.00        0.00        0.00        0.00
1975     12-      304.00      286.48       10.30        6.17        1.06        0.00
1975     13      2072.00     2030.31       41.69        0.00        0.00        0.00
1975     14     10266.00    10004.32      252.45        7.18        2.06        0.00
1975     15     33450.00    31811.18     1556.01       76.68        4.09        2.05
1975     16     74138.00    67609.64     6152.92      348.92       20.41        6.12
1975     17    119682.00   101811.46    16194.57     1526.29      133.39       16.29
1975     18    162281.00   125175.51    32207.07     4407.66      424.71       66.05
1975     19    192687.00   133023.72    49485.37     8779.78     1205.23      192.92
1975     20    207891.00   124592.44    65233.83    14788.44     2792.61      483.69
1975     21    216818.00   114361.07    76687.09    20123.41     4575.94     1070.50
1975     22    221662.00   103379.91    84796.22    25366.70     6257.66     1861.50
1975     23    225125.00    94924.68    88249.79    30463.48     8575.06     2911.98
1975     24    222180.00    85813.38    87609.54    34167.46    10365.57     4224.05
1975     25    217680.00    76630.50    85531.06    37146.63    12409.48     5962.33
1975     26    208515.00    66437.77    81518.40    39116.51    14147.42     7294.90
1975     27    197780.00    56081.88    77382.69    40368.05    14943.39     9003.99
1975     28    184371.00    45666.99    70594.70    40764.83    16576.08    10768.39
1975     29    128440.00    27514.93    46264.64    30099.87    13982.55    10578.01
1975     30    106576.00    19765.64    35209.70    26520.09    13397.83    11682.73
1975     31     88782.00    14195.47    26935.15    22969.58    12760.88    11920.92
1975     32     77649.00    10847.21    21060.33    20010.25    12352.67    13378.53
1975     33     57225.00     7099.77    13730.40    13984.65     9764.34    12645.81
1975     34     45268.00     5299.55     9651.32    10425.67     7854.54    12036.92
1975     35     35724.00     3750.55     6724.35     7589.87     6313.79    11345.45
1975     36     26932.00     2729.91     4299.07     5251.06     4823.48     9828.48
1975     37     21986.00     2060.88     3239.52     3922.11     3546.03     9217.46
1975     38     17520.00     1456.14     2228.52     2790.43     2875.02     8169.89
1975     39     13247.00      993.05     1574.17     1874.30     2061.63     6743.86
1975     40     10150.00      711.11     1096.89     1298.34     1430.29     5613.38
1975     41      6615.00      427.81      626.59      793.07      904.06     3863.46
1975     42      4665.00      257.82      380.69      458.24      574.06     2994.18
1975     43      3041.00      177.23      240.67      282.96      331.29     2008.87
1975     44      1848.00      109.71      141.92      168.10      191.24     1237.03
1975     45       922.00       57.44       62.48       68.52       79.61      653.97
1975     46       411.00       25.12       29.14       26.13       31.15      299.46
1975     47       190.00       13.14       12.13       19.20       17.18      128.35
1975     48        78.00        3.00        2.00       10.00        8.00       55.00
1975     49        27.00        1.00        5.00        0.00        1.00       20.00
1975     50         0.00        0.00        0.00        0.00        0.00        0.00
1975     51         0.00        0.00        0.00        0.00        0.00        0.00
1975     52         0.00        0.00        0.00        0.00        0.00        0.00
1975     53         0.00        0.00        0.00        0.00        0.00        0.00
1975     54         0.00        0.00        0.00        0.00        0.00        0.00
1975     55+        0.00        0.00        0.00        0.00        0.00        0.00
1976     12-      355.00      320.23       17.82        4.16       12.80        0.00
1976     13      1930.00     1900.42       27.54        0.00        2.04        0.00
1976     14      9643.00     9391.64      240.07        9.23        2.05        0.00
1976     15     31851.00    30268.03     1525.64       54.27        3.08        0.00
1976     16     71204.00    64731.75     6045.87      401.90       23.46        1.02
1976     17    112438.00    95263.24    15537.14     1519.64      106.81       11.19
1976     18    153795.00   118018.80    30923.40     4300.05      489.75       62.99
1976     19    189456.00   130279.60    48845.72     8798.48     1305.92      226.27
1976     20    204753.00   122008.97    64775.71    14816.33     2640.17      511.82
1976     21    214747.00   112654.14    76325.40    20252.94     4440.36     1074.15
1976     22    222290.00   104513.39    83805.27    25701.44     6357.79     1912.09
1976     23    225753.00    96205.65    88087.71    30397.27     8181.59     2880.78
1976     24    224059.00    88205.32    87378.41    34395.58    10132.16     3947.53
1976     25    220013.00    79788.07    85490.18    37603.20    11822.10     5309.44
1976     26    208599.00    68560.08    80893.39    39208.92    13240.94     6695.69
1976     27    196240.00    57904.85    75931.06    39872.58    14403.81     8127.69
1976     28    181146.00    46829.24    68994.83    39627.77    15799.83     9894.33
1976     29    166132.00    37670.99    62197.63    38832.92    16329.58    11100.89
1976     30    113934.00    22510.07    39052.79    28465.33    13207.33    10698.47
1976     31     89801.00    15387.92    28246.30    23143.88    11979.25    11043.65
1976     32     76031.00    11419.58    21549.25    19809.53    11455.88    11796.77
1976     33     64212.00     8795.50    16190.62    16350.92    10417.69    12457.27
1976     34     47918.00     5830.52    10803.76    11573.30     8181.49    11528.93
1976     35     36132.00     4086.61     7205.02     8007.81     6325.57    10506.98
1976     36     28090.00     2960.93     4979.24     5807.94     4789.71     9552.19
1976     37     21599.00     2107.59     3472.33     3996.46     3608.40     8414.23
1976     38     17364.00     1571.03     2450.32     2854.67     2852.65     7635.32
1976     39     12477.00     1023.39     1528.02     1884.60     1954.10     6086.91
1976     40      9247.00      681.12     1017.13     1308.75     1320.86     4919.15
1976     41      6400.00      487.49      669.17      765.06      834.70     3643.59
1976     42      4406.00      297.02      367.51      521.55      528.60     2691.32
1976     43      2777.00      135.88      187.21      274.78      299.95     1879.18
1976     44      1553.00       78.71      103.93      147.33      176.60     1046.43
1976     45       782.00       58.38       64.42       65.42       54.35      539.45
1976     46       414.00       20.30       22.33       27.40       48.70      295.28
1976     47       155.00        9.12       17.23        9.12       12.15      107.39
1976     48        64.00        6.00        3.00        3.00        5.00       47.00
1976     49        28.00        0.00        2.16        1.08        4.31       20.46
1976     50         0.00        0.00        0.00        0.00        0.00        0.00
1976     51         0.00        0.00        0.00        0.00        0.00        0.00
1976     52         0.00        0.00        0.00        0.00        0.00        0.00
1976     53         0.00        0.00        0.00        0.00        0.00        0.00
1976     54         0.00        0.00        0.00        0.00        0.00        0.00
1976     55+        0.00        0.00        0.00        0.00        0.00        0.00
1977     12-      292.00      276.20       10.60        5.20        0.00        0.00
1977     13      1859.00     1830.15       28.86        0.00        0.00        0.00
1977     14      9304.00     9024.92      271.89        7.18        0.00        0.00
1977     15     30956.00    29313.24     1579.39       57.24        3.07        3.07
1977     16     70050.00    63622.96     5989.60      395.63       32.63        9.18
1977     17    112782.00    95212.57    15875.20     1566.18      103.67       24.39
1977     18    153537.00   117674.15    30968.81     4401.48      429.58       62.96
1977     19    191829.00   131701.29    49525.76     9136.02     1256.23      209.71
1977     20    213715.00   127788.58    67313.82    15332.73     2759.71      520.16
1977     21    225188.00   117616.72    80358.51    21628.49     4501.59     1082.68
1977     22    232327.00   108675.43    88058.76    27177.45     6563.80     1851.56
1977     23    238667.00   101769.85    92439.85    32927.56     8632.41     2897.32
1977     24    236594.00    93944.14    91966.99    36525.26    10244.65     3912.96
1977     25    232915.00    86438.95    89917.91    39374.27    11908.95     5274.93
1977     26    222642.00    75793.97    84979.22    41620.11    13735.51     6513.20
1977     27    203350.00    61442.22    77898.87    41656.75    14426.28     7925.89
1977     28    187686.00    49821.28    71723.00    41132.77    15657.05     9351.89
1977     29    169638.00    39661.96    63412.95    39853.55    16323.39    10386.14
1977     30    150271.00    31288.74    53156.67    37694.27    16537.04    11594.28
1977     31     98581.00    17661.89    31878.45    25903.51    12516.05    10621.11
1977     32     78922.00    12162.33    23183.05    20846.39    11595.56    11134.68
1977     33     65244.00     8992.01    17244.60    17268.78    10333.87    11404.73
1977     34     53921.00     6982.18    12721.08    13610.72     9167.52    11439.50
1977     35     39529.00     4794.60     8213.41     9257.60     6954.54    10308.85
1977     36     29303.00     3145.61     5592.65     6177.48     5216.17     9171.09
1977     37     22199.00     2237.50     3599.73     4357.31     3826.09     8178.36
1977     38     17232.00     1565.63     2580.46     3040.47     2752.96     7292.48
1977     39     12637.00     1118.53     1688.90     1944.31     1974.60     5910.66
1977     40      9252.00      738.67     1097.43     1313.08     1316.10     4786.74
1977     41      6369.00      409.96      651.71      795.75      891.44     3620.15
1977     42      4408.00      283.80      391.49      489.10      588.74     2654.87
1977     43      2650.00      150.31      243.11      271.35      339.95     1645.28
1977     44      1438.00      103.58      100.56      130.72      138.77      964.37
1977     45       753.00       42.23       56.30       62.33       80.42      511.72
1977     46       362.00        8.05       12.07       29.16       23.13      289.60
1977     47       138.00        5.04       10.07        9.06        5.03      108.79
1977     48        63.00        4.00        4.00        7.00        4.00       44.00
1977     49        29.00        3.00        3.00        2.00        3.00       18.00
1977     50         0.00        0.00        0.00        0.00        0.00        0.00
1977     51         0.00        0.00        0.00        0.00        0.00        0.00
1977     52         0.00        0.00        0.00        0.00        0.00        0.00
1977     53         0.00        0.00        0.00        0.00        0.00        0.00
1977     54         0.00        0.00        0.00        0.00        0.00        0.00
1977     55+        0.00        0.00        0.00        0.00        0.00        0.00
1978     12-      271.00      247.21       11.86        9.83        2.10        0.00
1978     13      1697.00     1665.21       24.61        7.18        0.00        0.00
1978     14      8804.00     8531.07      262.70        9.20        1.03        0.00
1978     15     28863.00    27392.94     1400.88       62.06        7.13        0.00
1978     16     64923.00    58831.43     5685.87      374.26       28.40        3.04
1978     17    108875.00    91607.69    15556.18     1567.27      131.70       12.15
1978     18    151555.00   115766.95    30740.70     4480.34      491.06       75.93
1978     19    189191.00   130422.87    48065.00     9201.98     1318.18      182.96
1978     20    209805.00   125804.46    65153.39    15529.97     2757.92      559.26
1978     21    226081.00   118930.49    78878.78    22189.93     4979.33     1102.48
1978     22    231567.00   109581.74    85177.43    28050.99     6860.34     1896.51
1978     23    236147.00   101405.50    89490.91    33402.56     8884.76     2963.27
1978     24    235924.00    94996.18    89805.28    36582.36    10544.15     3996.03
1978     25    232021.00    87763.89    87771.97    39107.27    12295.03     5082.83
1978     26    222526.00    78088.41    84040.27    40753.89    13540.23     6103.19
1978     27    206597.00    65448.52    78230.30    40736.46    14659.35     7522.38
1978     28    186545.00    52380.85    70173.52    40087.76    15130.18     8772.70
1978     29    167494.00    41796.55    62451.10    38241.09    15361.23     9644.04
1978     30    146823.00    32281.93    52302.07    35979.54    15421.82    10837.64
1978     31    126424.00    24894.75    42864.08    32606.12    14786.11    11272.96
1978     32     83225.00    14347.85    25747.84    21602.48    11198.23    10328.60
1978     33     64947.00     9927.44    18013.65    16997.71     9835.62    10172.59
1978     34     52899.00     7410.78    13240.38    13298.87     8688.44    10260.54
1978     35     43214.00     5434.16     9645.27    10516.15     7495.83    10122.59
1978     36     31098.00     3614.24     6235.72     6862.63     5508.04     8877.37
1978     37     22419.00     2543.06     3934.48     4534.98     3716.85     7689.62
1978     38     17267.00     1636.27     2710.98     3197.93     2889.42     6832.40
1978     39     12198.00     1180.71     1873.83     2072.29     1855.69     5215.48
1978     40      8865.00      765.09     1106.36     1272.47     1338.92     4382.16
1978     41      5906.00      495.10      605.80      767.81      892.59     3144.70
1978     42      4166.00      289.67      414.38      484.80      530.05     2447.10
1978     43      2441.00      139.97      232.62      247.72      275.92     1544.75
1978     44      1249.00       72.47       98.63      108.70      123.79      845.42
1978     45       705.00       46.20       29.12       58.25       65.28      506.15
1978     46       337.00       20.00       26.00       12.00       37.00      242.00
1978     47       134.00        8.13        2.03        9.14       12.18      102.53
1978     48        51.00        3.06        2.04        6.12        4.08       35.70
1978     49        25.00        3.12        0.00        2.08        0.00       19.79
1978     50         0.00        0.00        0.00        0.00        0.00        0.00
1978     51         0.00        0.00        0.00        0.00        0.00        0.00
1978     52         0.00        0.00        0.00        0.00        0.00        0.00
1978     53         0.00        0.00        0.00        0.00        0.00        0.00
1978     54         0.00        0.00        0.00        0.00        0.00        0.00
1978     55+        0.00        0.00        0.00        0.00        0.00        0.00
1979     12-      261.00      235.59       13.58        8.62        3.20        0.00
1979     13      1796.00     1758.24       34.70        3.06        0.00        0.00
1979     14      8642.00     8422.47      208.35       10.17        1.02        0.00
1979     15     28377.00    26846.53     1450.23       75.15        5.08        0.00
1979     16     63946.00    58080.73     5456.29      376.58       25.31        7.09
1979     17    107814.00    91062.80    15127.80     1474.90      139.41        9.09
1979     18    153289.00   117849.65    30322.82     4571.68      478.25       66.59
1979     19    196046.00   135563.15    49323.63     9522.72     1412.79      223.70
1979     20    216160.00   131130.66    65741.51    15843.64     2871.33      572.85
1979     21    232559.00   123665.96    79796.11    22824.20     5122.26     1150.47
1979     22    243691.00   116145.69    89072.27    29309.67     7193.82     1969.54
1979     23    248577.00   108650.59    92872.88    34698.71     9309.12     3045.71
1979     24    247676.00   100415.47    93265.71    38583.96    11284.33     4126.53
1979     25    243694.00    92971.87    91661.44    41306.08    12645.66     5108.96
1979     26    233832.00    83438.86    88051.15    42184.69    13896.25     6261.06
1979     27    218033.00    70852.98    82503.35    42694.89    14623.33     7358.45
1979     28    198482.00    57766.98    74774.66    41557.01    15717.05     8666.30
1979     29    175205.00    45536.30    65502.51    38901.01    15566.85     9698.34
1979     30    152747.00    35215.25    54826.68    36663.15    15428.74    10613.17
1979     31    127824.00    25889.29    44451.03    32274.35    14430.77    10778.57
1979     32    109997.00    20089.07    35316.81    28650.96    13941.25    11998.93
1979     33     70809.00    11606.73    20768.61    18282.54    10204.79     9946.32
1979     34     55622.00     8234.49    14599.51    14407.32     8585.63     9795.05
1979     35     44047.00     6070.76    10413.93    10884.54     7281.50     9396.27
1979     36     34983.00     4387.22     7416.01     8185.77     6016.32     8977.68
1979     37     24804.00     2946.06     4545.86     5287.41     4205.77     7818.92
1979     38     18094.00     1835.84     2926.69     3514.84     3135.81     6680.82
1979     39     13168.00     1320.22     1963.72     2198.36     2114.77     5570.93
1979     40      9025.00      829.32     1156.02     1394.26     1417.38     4228.02
1979     41      6068.00      517.15      711.34      843.14      874.33     3122.04
1979     42      4027.00      282.12      377.50      477.90      565.24     2324.23
1979     43      2474.00      194.17      178.08      263.60      321.95     1516.19
1979     44      1424.00       91.32      112.40      147.52      164.57      908.19
1979     45       670.00       39.35       45.41       59.53       74.67      451.04
1979     46       289.00       10.07       14.09       23.16       19.14      222.54
1979     47       144.00        5.11       10.21       18.38       16.34       93.96
1979     48        73.00        8.00        4.00        4.00        6.00       51.00
1979     49        29.00        7.00        2.00        1.00        1.00       18.00
1979     50         0.00        0.00        0.00        0.00        0.00        0.00
1979     51         0.00        0.00        0.00        0.00        0.00        0.00
1979     52         0.00        0.00        0.00        0.00        0.00        0.00
1979     53         0.00        0.00        0.00        0.00        0.00        0.00
1979     54         0.00        0.00        0.00        0.00        0.00        0.00
