United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
1942     41     16598.22     1013.02     1292.72     1525.63     1575.57    11191.28
1942     42     11082.94      556.36      689.78      872.01      955.80     8008.99
1942     43      6844.68      279.29      334.24      454.15      526.70     5250.29
1942     44      3997.59      133.89      154.55      225.34      273.17     3210.65
1942     45      2376.19       70.00       77.66      118.58      149.33     1960.61
1942     46      1361.28       41.61       44.78       66.91       79.17     1128.80
1942     47       704.28       25.87       27.61       38.08       37.11      575.62
1942     48       342.95       16.79       18.07       21.86       16.32      269.92
1942     49       162.06       11.20       12.24       12.55        6.95      119.12
1942     50        90.25        9.88       10.09        8.50        3.80       57.99
1942     51        47.53        7.24        7.01        5.24        2.21       25.84
1942     52        21.00        4.44        3.94        2.65        1.14        8.83
1942     53         8.29        2.24        1.82        1.12        0.50        2.61
1942     54         2.20        0.67        0.51        0.31        0.15        0.56
1942     55+        0.00        0.00        0.00        0.00        0.00        0.00
1943     12-        1.62        1.53        0.08        0.00        0.00        0.00
1943     13       200.81      199.35        1.45        0.00        0.00        0.00
1943     14      3540.44     3523.86       16.59        0.00        0.00        0.00
1943     15     12556.25    12395.19      161.05        0.00        0.00        0.00
1943     16     32955.57    31728.60     1226.62        0.22        0.08        0.05
1943     17     63904.76    57086.15     6787.06       24.26        5.21        2.09
1943     18     99139.90    74881.27    22513.41     1456.35      233.72       55.15
1943     19    135532.84    83152.77    38409.80    11674.83     1904.46      390.98
1943     20    167950.12   100111.30    47989.70    15348.49     3561.01      939.62
1943     21    184468.82    97224.93    56168.82    22175.72     6697.98     2201.37
1943     22    190033.19    89573.69    59231.47    26717.65    10236.62     4273.77
1943     23    191946.31    81812.05    60529.82    29256.78    13316.63     7031.04
1943     24    197076.52    75998.32    63508.32    31866.66    15634.68    10068.53
1943     25    193713.08    67631.66    63036.24    32849.09    16944.05    13252.03
1943     26    175126.02    56097.66    56139.43    30060.33    16660.91    16167.70
1943     27    160235.66    47233.45    50524.17    27718.13    16033.22    18726.70
1943     28    150112.27    40380.31    46449.46    26489.76    15651.03    21141.71
1943     29    144352.76    34849.23    43456.12    26397.00    15803.64    23846.77
1943     30    130426.82    28373.12    37886.85    24409.49    14752.15    25005.20
1943     31    112631.41    22584.38    31470.52    21133.52    12855.57    24587.40
1943     32     99205.08    18361.93    26260.99    18553.32    11519.61    24509.25
1943     33     88816.10    15056.57    21794.46    16369.39    10580.44    25015.25
1943     34     80134.86    12261.50    17759.15    14296.36     9799.54    26018.30
1943     35     69873.12     9754.72    14036.34    12020.60     8621.01    25440.46
1943     36     58423.46     7489.56    10656.15     9644.90     7194.90    23437.97
1943     37     48766.88     5612.45     7836.44     7514.09     5959.91    21844.01
1943     38     40104.78     4048.03     5515.21     5603.54     4789.95    20148.05
1943     39     32092.44     2789.05     3693.26     3968.66     3669.50    17971.98
1943     40     25155.30     1942.21     2445.55     2782.85     2759.41    15225.28
1943     41     18417.88     1243.50     1515.41     1808.32     1885.81    11964.84
1943     42     11916.48      664.39      810.19     1000.90     1080.48     8360.52
1943     43      7066.79      319.42      395.44      501.40      552.23     5298.30
1943     44      3953.80      144.85      184.29      238.21      264.95     3121.51
1943     45      2358.20       72.57       94.01      124.23      137.03     1930.37
1943     46      1352.47       43.67       53.25       71.98       75.69     1107.88
1943     47       669.37       27.19       29.77       40.68       39.84      531.88
1943     48       306.77       17.15       16.34       22.36       20.24      230.68
1943     49       132.74       10.73        8.66       11.67        9.84       91.83
1943     50        59.45        6.68        4.69        6.05        4.89       37.14
1943     51        34.38        4.48        2.97        3.69        2.92       20.33
1943     52        23.28        3.18        1.97        2.59        1.89       13.63
1943     53        18.82        2.40        1.40        2.15        1.35       11.52
1943     54        17.30        1.97        1.08        2.04        1.06       11.15
1943     55+       55.08        8.99        4.50        7.86        3.37       30.37
1944     12-        1.53        1.48        0.04        0.00        0.00        0.00
1944     13       192.76      192.22        0.54        0.00        0.00        0.00
1944     14      3375.56     3370.12        5.44        0.00        0.00        0.00
1944     15     11593.49    11529.15       64.32        0.00        0.00        0.00
1944     16     29570.23    28922.54      647.31        0.24        0.08        0.06
1944     17     56072.98    51157.16     4882.28       25.68        5.58        2.27
1944     18     85909.46    64062.75    20078.36     1470.20      239.82       58.34
1944     19    118393.31    68968.73    35974.56    11188.27     1865.78      395.98
1944     20    150470.13    88419.41    42989.65    14635.00     3486.77      939.30
1944     21    170085.06    88798.43    50712.20    21593.30     6738.37     2242.76
1944     22    179086.41    83534.79    53875.97    26647.90    10582.23     4445.52
1944     23    182395.89    75848.54    55456.20    29696.19    13982.09     7412.86
1944     24    186087.32    67883.34    58758.70    32509.33    16332.39    10603.55
1944     25    180939.55    57569.74    58563.14    33434.43    17471.57    13900.67
1944     26    162276.82    46379.86    51977.69    30394.80    16873.00    16651.46
1944     27    148388.50    38452.98    46840.28    27993.31    16077.26    19024.68
1944     28    140517.56    32967.89    43467.38    26965.18    15746.82    21370.29
1944     29    137938.22    29002.52    41336.16    27283.81    16143.25    24172.48
1944     30    127207.07    24088.74    36661.94    25679.34    15327.87    25449.20
1944     31    111708.32    19465.66    30976.43    22589.09    13543.87    25133.26
1944     32    100000.31    16182.54    26392.84    20058.55    12263.66    25102.73
1944     33     90799.54    13644.60    22419.58    17816.50    11331.12    25587.75
1944     34     82849.76    11473.04    18725.21    15616.82    10519.77    26514.91
1944     35     73043.11     9423.31    15183.13    13177.84     9363.89    25894.95
1944     36     61715.24     7472.18    11804.97    10648.82     7901.93    23887.34
1944     37     51888.40     5800.97     8868.94     8395.42     6523.79    22299.28
1944     38     42854.41     4338.05     6359.81     6353.94     5182.33    20620.27
1944     39     34299.05     3088.09     4318.23     4560.80     3910.69    18421.23
1944     40     26799.37     2227.06     2915.38     3242.00     2869.70    15545.23
1944     41     19507.80     1446.44     1804.79     2101.77     1965.68    12189.10
1944     42     12492.48      760.27      930.47     1132.68     1166.34     8502.70
1944     43      7322.11      353.82      430.72      545.54      626.60     5365.43
1944     44      4046.54      154.33      189.14      248.07      317.61     3137.38
1944     45      2387.82       73.50       91.89      122.88      172.60     1926.96
1944     46      1344.50       43.56       52.84       70.68       97.87     1079.55
1944     47       646.42       27.64       30.93       41.33       51.50      495.01
1944     48       286.46       18.02       17.86       23.83       25.36      201.39
1944     49       119.29       11.69        9.83       13.18       11.42       73.17
1944     50        51.74        7.45        5.39        7.14        5.10       26.66
